Name,Rank,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Commando,5989,3973.0,1.15,0.18,0.25,0.03,1.6099999999999999
River Raid,1155,1981.0,1.49,0.09,0.0,0.02,1.6
F-1 World Grand Prix,1154,1998.0,0.46,0.96,0.09,0.08,1.6
Moshi Monsters: Moshling Zoo,1151,2011.0,0.4,0.99,0.0,0.22,1.6
Dragon Quest V: Hand of the Heavenly Bride,1157,2008.0,0.19,0.02,1.36,0.02,1.6
Power Rangers: Dino Thunder,11733,6011.0,1.01,0.48000000000000004,0.0,0.10999999999999999,1.6
No Man's Sky,1158,2016.0,0.58,0.74,0.02,0.26,1.6
Silent Hill,1156,1999.0,0.71,0.48,0.3,0.1,1.6
SNK vs. Capcom: The Match of the Millennium,10577,4012.0,0.53,0.6,0.0,0.47,1.6
Dollar Dash,1152,2005.0,1.3,0.23,0.0,0.07,1.6
Dance Dance Revolution: Hottest Party 2,1150,2008.0,0.95,0.48,0.01,0.15,1.6
GoldenEye: Rogue Agent,22445,8017.0,1.2600000000000002,0.22,0.0,0.13,1.5999999999999999
Soul Edge,1163,1996.0,0.61,0.41,0.46,0.1,1.59
Stuntman,15019,4005.0,0.79,0.6,0.0,0.2,1.59
NHL 2001,5394,4000.0,0.82,0.61,0.0,0.16,1.5899999999999999
NHL 2002,17730,6004.0,0.88,0.55,0.0,0.16,1.5899999999999999
Spyro 2: Season of Flame,1181,2002.0,0.85,0.65,0.0,0.08,1.58
Pokemon Mystery Dungeon: Explorers of Sky,1180,2009.0,0.58,0.44,0.44,0.12,1.58
Jampack Summer 2K,1174,2000.0,0.88,0.6,0.0,0.1,1.58
Kingdom Hearts 3D: Dream Drop Distance,1178,2012.0,0.88,0.26,0.34,0.09,1.58
Hannah Montana: Music Jam,1179,2007.0,1.06,0.37,0.0,0.15,1.58
High School Musical 3: Senior Year,1177,2008.0,0.64,0.76,0.0,0.17,1.58
Hulk,15317,6009.0,0.92,0.52,0.0,0.16000000000000003,1.58
Guitar Hero: On Tour Decades,1172,2008.0,0.85,0.58,0.0,0.16,1.58
Carnival Games: Mini Golf,1171,2008.0,0.87,0.56,0.0,0.15,1.58
Blitz: The League,14715,6015.0,1.29,0.14,0.0,0.15,1.5799999999999998
Medal of Honor Heroes 2,6349,4014.0,0.8400000000000001,0.43,0.03,0.29,1.5799999999999998
Street Fighter X Tekken,28509,8048.0,0.87,0.39,0.14,0.17,1.57
Final Fantasy IV,7361,4004.0,0.54,0.05,0.9099999999999999,0.07,1.57
Smuggler's Run,17460,4002.0,0.78,0.6,0.0,0.2,1.57
FIFA World Cup Germany 2006,48337,12036.0,1.0699999999999998,0.37,0.01,0.09999999999999999,1.57
NCAA Football 2002,1183,2001.0,0.77,0.6,0.0,0.2,1.57
Mario Party 7,1185,2005.0,0.95,0.11,0.46,0.04,1.57
ATV Quad Power Racing 2,12998,6009.0,0.99,0.45,0.0,0.13,1.57
Ready 2 Rumble Boxing: Round 2,13253,6000.0,0.8799999999999999,0.56,0.0,0.13,1.57
Mad Max (2015),6113,4030.0,0.5800000000000001,0.74,0.04,0.21000000000000002,1.57
Guinness World Records: The Videogame,5816,4016.0,0.9299999999999999,0.48,0.0,0.15,1.56
Twisted Metal,1190,1995.0,1.32,0.19,0.0,0.05,1.56
Pokemon Pinball: Ruby & Sapphire,1194,2003.0,0.68,0.38,0.44,0.05,1.56
Tales of Destiny,5824,4003.0,0.09,0.06,1.35,0.07,1.56
Final Fight,1192,1990.0,0.67,0.17,0.69,0.03,1.56
Donkey Kong Classics,1189,1988.0,0.59,0.14,0.81,0.02,1.56
Disney Sing It! High School Musical 3: Senior Year,23287,8033.0,0.5800000000000001,0.51,0.0,0.46,1.5500000000000003
Mario Party 10,1209,2015.0,0.69,0.5,0.24,0.11,1.55
LEGO Battles: Ninjago,1208,2011.0,1.07,0.36,0.0,0.12,1.55
Active Life: Outdoor Challenge,1200,2008.0,0.79,0.44,0.19,0.14,1.55
Command & Conquer: Tiberian Sun,1207,1999.0,1.55,0.0,0.0,0.0,1.55
Spider-Man 2: Enter: Electro,1203,2001.0,0.57,0.87,0.02,0.09,1.55
Ni no Kuni: Wrath of the White Witch,1206,2011.0,0.6,0.51,0.21,0.23,1.55
Romancing SaGa,5594,3997.0,0.06,0.04,1.44,0.01,1.5499999999999998
Sonic Riders,15709,6018.0,1.23,0.22999999999999998,0.0,0.1,1.5499999999999998
Over the Hedge,32302,10030.0,1.23,0.19,0.0,0.1,1.54
Resident Evil: The Umbrella Chronicles,1211,2007.0,0.68,0.43,0.29,0.14,1.54
Dark Cloud,1213,2000.0,0.83,0.44,0.08,0.19,1.54
The Lord of the Rings: Conquest,31022,8036.0,0.84,0.5,0.0,0.19,1.54
Tak 2: The Staff of Dreams,22357,8016.0,0.99,0.45999999999999996,0.0,0.09999999999999999,1.54
Dead Rising 3,1210,2013.0,1.06,0.35,0.01,0.12,1.54
Fire Emblem Fates,1212,2015.0,0.71,0.22,0.52,0.1,1.54
Indiana Jones and the Staff of Kings,22062,8036.0,0.75,0.48,0.0,0.32,1.54
Disney Fairies: Tinker Bell,1216,2008.0,0.86,0.52,0.01,0.15,1.54
The Godfather II,5335,4018.0,0.8799999999999999,0.45999999999999996,0.02,0.19,1.54
Warcraft III: The Frozen Throne,1214,2003.0,0.58,0.87,0.0,0.09,1.54
Xenoblade Chronicles,5704,4025.0,0.75,0.4,0.28,0.12,1.54
NBA 2K2,19110,6006.0,0.83,0.52,0.01,0.16,1.54
Vigilante 8,7382,3996.0,0.93,0.53,0.0,0.08,1.54
Die Hard Trilogy,1218,1996.0,0.85,0.58,0.0,0.1,1.54
Farming Simulator 2013,15671,6038.0,0.22,1.03,0.02,0.25,1.5399999999999998
Test Drive Unlimited 2,13814,0.0,0.51,0.7799999999999999,0.01,0.22,1.53
Mario Golf: Toadstool Tour,1227,2003.0,1.09,0.15,0.25,0.04,1.53
Tiger Woods 99 PGA Tour Golf,1228,1997.0,0.85,0.58,0.0,0.1,1.53
NFL GameDay 99,1224,1998.0,1.44,0.05,0.0,0.04,1.53
Call of Duty: Modern Warfare: Reflex Edition,1225,2009.0,0.95,0.43,0.0,0.14,1.53
Call of Juarez: Bound in Blood,19883,6027.0,0.6499999999999999,0.65,0.01,0.23,1.53
NBA 2K3,16331,6006.0,0.87,0.5,0.0,0.14,1.53
Dragon Quest X,15379,6039.0,0.0,0.0,1.5299999999999998,0.0,1.5299999999999998
Xevious,1236,1984.0,0.18,0.06,1.27,0.01,1.52
The Simpsons Skateboarding,1233,2002.0,0.36,0.9,0.0,0.27,1.52
NASCAR 98,1234,1996.0,1.43,0.05,0.0,0.04,1.52
Sonic Rivals 2,1231,2007.0,0.44,0.69,0.0,0.39,1.52
Cabela's Dangerous Hunts,7018,4006.0,0.83,0.53,0.0,0.16,1.52
Payday 2,35965,10069.0,0.75,0.5700000000000001,0.0,0.18000000000000002,1.52
Warhawk,6269,4002.0,0.74,0.56,0.0,0.2,1.52
Knockout Kings,1232,1997.0,1.07,0.39,0.0,0.06,1.52
Donkey Kong Country: Tropical Freeze,1229,2014.0,0.73,0.52,0.15,0.12,1.52
Kane & Lynch: Dead Men,5434,4014.0,0.6499999999999999,0.63,0.02,0.21000000000000002,1.52
F1 Race,1235,1984.0,0.0,0.0,1.52,0.0,1.52
Monster High: Ghoul Spirit,5752,4022.0,1.16,0.25,0.0,0.11000000000000001,1.52
MLB 07: The Show,14149,6021.0,1.32,0.03,0.0,0.16999999999999998,1.52
Super Monkey Ball 2,1241,2002.0,1.11,0.31,0.06,0.04,1.52
Simpsons Wrestling,1249,2001.0,0.23,1.16,0.0,0.11,1.51
Split/Second,29825,8040.0,0.7,0.6000000000000001,0.01,0.21,1.51
NBA Live 98,1250,1997.0,1.41,0.06,0.0,0.04,1.51
Cabela's Big Game Hunter,12293,4004.0,0.77,0.56,0.0,0.18,1.51
NASCAR 2001,5469,4000.0,0.79,0.5800000000000001,0.0,0.14,1.51
Mega Man 2,1248,1988.0,0.93,0.15,0.42,0.01,1.51
Puzzle & Dragons,1247,2013.0,0.0,0.0,1.51,0.0,1.51
Trivial Pursuit,20901,8036.0,0.5399999999999999,0.65,0.0,0.33000000000000007,1.51
Pac-Man World,1267,1998.0,1.21,0.14,0.1,0.04,1.5
Resistance 3,1254,2011.0,0.64,0.58,0.05,0.23,1.5
Ben 10 Ultimate Alien: Cosmic Destruction,40421,12060.0,0.84,0.48,0.0,0.2,1.5
Ice Climber,1262,1985.0,0.46,0.1,0.92,0.02,1.5
WWE All Stars,42693,12066.0,0.77,0.53,0.0,0.18000000000000002,1.5
WWF No Mercy,1261,2000.0,1.2,0.27,0.02,0.02,1.5
Sonic CD,1263,1993.0,1.0,0.36,0.09,0.05,1.5
Pro Evolution Soccer 2016,40695,10075.0,0.28,0.78,0.28,0.17000000000000004,1.5
EA Sports UFC,6282,4028.0,0.76,0.52,0.01,0.21000000000000002,1.5
Tokyo Xtreme Racer Zero,1255,2000.0,0.66,0.52,0.15,0.17,1.5
Super Scribblenauts,1259,2010.0,1.08,0.31,0.0,0.11,1.5
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,1264,1986.0,0.0,0.0,1.5,0.0,1.5
Gauntlet: Dark Legacy,18284,6005.0,0.8300000000000001,0.52,0.0,0.16,1.4999999999999998
Phineas and Ferb: Across the 2nd Dimension,12448,6033.0,0.83,0.5,0.0,0.15000000000000002,1.4900000000000002
Dead Island: Riptide,17449,4026.0,0.7,0.54,0.08,0.17,1.4900000000000002
Banjo-Tooie,1273,2000.0,0.82,0.36,0.25,0.06,1.49
Buzz! The BIG Quiz,1274,2006.0,0.0,1.1,0.0,0.39,1.49
Cars: Mater-National Championship,23416,8028.0,1.25,0.11,0.0,0.12,1.49
Final Fantasy: Crystal Chronicles,1269,2003.0,0.72,0.38,0.36,0.04,1.49
Drawn To Life: SpongeBob SquarePants Edition,1272,2008.0,1.0,0.36,0.0,0.13,1.49
Hannah Montana: The Movie,22608,8036.0,0.79,0.55,0.0,0.16,1.4899999999999998
Dead or Alive 5,36285,10067.0,0.55,0.44000000000000006,0.3500000000000001,0.16,1.4800000000000002
New Play Control! Mario Power Tennis,1277,2009.0,0.37,0.69,0.28,0.14,1.48
Dirge of Cerberus: Final Fantasy VII,1279,2006.0,0.47,0.37,0.52,0.12,1.48
Wario Land II,1282,1997.0,0.7,0.35,0.39,0.04,1.48
WWF WrestleMania 2000,1281,1999.0,1.2,0.25,0.02,0.02,1.48
Nintendo World Cup,1280,1990.0,0.28,0.5,0.65,0.05,1.48
PlayStation All-Stars Battle Royale,6005,4024.0,0.76,0.43000000000000005,0.05,0.24000000000000002,1.48
Spider-Man: Friend or Foe,48393,12042.0,1.3,0.04,0.0,0.13,1.4799999999999998
IL-2 Sturmovik: Birds of Prey,26878,8036.0,0.71,0.5700000000000001,0.0,0.19000000000000003,1.47
Monsters vs. Aliens,47183,12054.0,0.92,0.32000000000000006,0.0,0.2,1.47
X-Men Origins: Wolverine - Uncaged Edition,20576,6027.0,0.75,0.53,0.0,0.19,1.47
Imagine: Master Chef,1287,2007.0,0.39,0.92,0.0,0.17,1.47
Naruto Shippuden: Ultimate Ninja Storm 3,6053,4026.0,0.61,0.5,0.16,0.19,1.47
Disney Princess,1291,2003.0,1.04,0.37,0.0,0.06,1.47
Assassin's Creed III: Liberation,1288,2012.0,0.58,0.55,0.06,0.28,1.47
NBA 2K6,14599,6015.0,0.9099999999999999,0.43000000000000005,0.0,0.13999999999999999,1.47
Disney Princess: Magical Jewels,1297,2007.0,1.15,0.2,0.0,0.12,1.47
LittleBigPlanet PS Vita,1298,2012.0,0.4,0.72,0.02,0.33,1.47
Manhunt,9323,4007.0,0.77,0.53,0.0,0.17,1.47
Dragon Ball: Raging Blast 2,5647,4020.0,0.9099999999999999,0.29000000000000004,0.12,0.14,1.47
The House of the Dead 2 & 3 Return,1296,2008.0,0.78,0.5,0.03,0.15,1.47
Beijing 2008,5780,4016.0,0.29000000000000004,0.92,0.01,0.25,1.46
Area 51,13186,6006.0,0.84,0.5,0.0,0.12,1.46
NHL 99,6817,3995.0,0.97,0.41000000000000003,0.0,0.07,1.46
Mario Superstar Baseball,1310,2005.0,0.93,0.24,0.25,0.04,1.46
WCW vs the World,1314,1998.0,1.17,0.2,0.04,0.05,1.46
Super Monkey Ball,1307,2001.0,0.95,0.37,0.1,0.04,1.46
Xenogears,1299,1998.0,0.29,0.19,0.89,0.1,1.46
SpongeBob's Truth or Square (US sales),21018,8036.0,1.44,0.01,0.0,0.0,1.46
Valkyria Chronicles,9949,4024.0,0.77,0.24000000000000002,0.29,0.15,1.46
Triple Play 99,1305,0.0,0.81,0.55,0.0,0.1,1.46
Namco Museum 64,1329,1999.0,1.24,0.17,0.03,0.01,1.45
4 Nin uchi Mahjong,1326,1984.0,0.0,0.0,1.45,0.0,1.45
Onimusha 3: Demon Siege,1317,2004.0,0.37,0.47,0.54,0.07,1.45
Dragon Ball Z,1327,1993.0,0.0,0.0,1.45,0.0,1.45
MLB 08: The Show,13102,6024.0,1.29,0.01,0.0,0.13,1.45
Dragon Quest Monsters: Joker 2,1331,2010.0,0.11,0.08,1.24,0.02,1.45
Tony Hawk's American Wasteland (Weekly american sales),1332,2005.0,1.38,0.05,0.0,0.02,1.45
Resident Evil: Outbreak,1323,2003.0,0.54,0.35,0.46,0.1,1.45
Monopoly Streets,13593,6030.0,0.56,0.72,0.0,0.18000000000000002,1.45
Tamagotchi,1325,1996.0,0.0,0.0,1.44,0.01,1.45
Smarty Pants,1324,2007.0,0.53,0.76,0.0,0.16,1.45
Anno 2070,1322,2011.0,0.0,1.13,0.0,0.32,1.45
Game de Hakken!! Tamagotchi 2,1328,1997.0,0.0,0.0,1.44,0.01,1.45
The Amazing Spider-Man 2 (2014),64982,14098.0,0.54,0.6800000000000002,0.04,0.18,1.4400000000000002
Turok,21730,6024.0,0.81,0.44,0.02,0.17,1.4400000000000002
Doom 3,12035,4009.0,0.9,0.47,0.0,0.06999999999999999,1.4400000000000002
Colin McRae Rally 3,15256,4004.0,0.06,1.06,0.02,0.3,1.44
Lemony Snicket's A Series of Unfortunate Events,24105,8016.0,0.9,0.42999999999999994,0.0,0.09999999999999999,1.44
SingStar Pop,1335,2007.0,0.04,1.08,0.0,0.32,1.44
Mercenaries: Playground of Destruction,5685,4010.0,1.1800000000000002,0.13,0.0,0.13,1.44
Hello Kitty Party,1334,2007.0,0.79,0.53,0.0,0.13,1.44
Dynasty Warriors 5,14277,4010.0,0.27999999999999997,0.19,0.91,0.06,1.44
Sonic Rivals,1336,2006.0,0.73,0.42,0.0,0.28,1.44
Kinect Joy Ride,1341,2010.0,0.92,0.4,0.0,0.12,1.44
Stuntman: Ignition,13316,6021.0,0.55,0.68,0.0,0.2,1.44
Kirby Super Star,1338,1996.0,0.26,0.07,1.09,0.02,1.44
SimCity (2013),1337,2013.0,0.48,0.77,0.0,0.19,1.44
Major League Baseball 2K6,33199,8024.0,1.1900000000000002,0.11,0.0,0.10999999999999999,1.4300000000000002
Star Wars Knights of the Old Republic II: The Sith Lords,13771,4009.0,1.0,0.37,0.0,0.060000000000000005,1.4300000000000002
MX vs. ATV Unleashed,6859,4010.0,1.18,0.1,0.0,0.15000000000000002,1.4300000000000002
Classic NES Series: Super Mario Bros.,1353,2004.0,0.0,0.0,1.39,0.03,1.43
Tiger Woods PGA Tour 09 All-Play,1351,2008.0,0.81,0.48,0.0,0.14,1.43
Frogger 2: Swampy's Revenge,1347,1999.0,0.8,0.54,0.0,0.09,1.43
Manhunt 2,12972,6021.0,0.56,0.62,0.0,0.23,1.4200000000000002
Alan Wake,13554,4022.0,0.66,0.5700000000000001,0.05,0.14,1.4200000000000002
Samurai Warriors,13438,4008.0,0.27,0.07,1.06,0.02,1.4200000000000002
Pro Yakyuu Family Stadium '87,1363,1987.0,0.12,0.0,1.3,0.0,1.42
F1 2009,6150,4018.0,0.22999999999999998,0.9199999999999999,0.0,0.27,1.42
The BIGS,34319,10035.0,1.02,0.27,0.0,0.10999999999999999,1.42
NBA Live 06 (Weekly american sales),1358,2005.0,1.35,0.05,0.0,0.02,1.42
Inazuma Eleven 2,1366,2009.0,0.0,0.21,1.18,0.03,1.42
Super Metroid,1362,1994.0,0.57,0.12,0.71,0.02,1.42
Tekken Tag Tournament 2,15635,6036.0,0.56,0.52,0.15000000000000002,0.18000000000000002,1.42
Q*bert,5930,3981.0,1.01,0.35,0.0,0.060000000000000005,1.42
The Legend of Zelda: The Minish Cap,1359,2004.0,0.89,0.22,0.22,0.1,1.42
Ninja Gaiden Sigma,8185,4019.0,0.7,0.39,0.13,0.2,1.42
Resident Evil (Remake),1365,2002.0,0.63,0.38,0.35,0.05,1.42
Drawn to Life: The Next Chapter,5816,4018.0,0.74,0.53,0.0,0.14,1.4100000000000001
Okami,15505,6026.0,0.56,0.13,0.33,0.39,1.4100000000000001
Dora The Explorer: Dora Saves the Snow Princess,12831,6024.0,0.96,0.33999999999999997,0.0,0.13,1.4100000000000001
Gran Turismo 4 Prologue,1378,2003.0,0.0,0.47,0.77,0.17,1.41
Major League Baseball 2K10,46299,12060.0,1.2000000000000002,0.09,0.0,0.10999999999999999,1.41
Dreamworks Madagascar Kartz,21849,8036.0,0.87,0.4,0.0,0.13999999999999999,1.41
Metroid: Other M,1376,2010.0,0.87,0.31,0.13,0.1,1.41
Twisted Metal: Black,1379,2001.0,1.19,0.17,0.0,0.05,1.41
Battlefield 2: Modern Combat,12766,6016.0,1.1099999999999999,0.18,0.01,0.11,1.41
Prince of Persia: The Two Thrones,15384,6015.0,1.01,0.27,0.0,0.12,1.41
The Biggest Loser,7523,4018.0,1.05,0.22999999999999998,0.0,0.12,1.4000000000000001
2Xtreme,1384,1996.0,1.15,0.2,0.0,0.05,1.4
Destroy All Humans!,6441,4010.0,1.12,0.14,0.0,0.15,1.4
Sonic Advance 3,1386,2004.0,0.74,0.52,0.08,0.06,1.4
Blur,18533,6030.0,0.48,0.6900000000000001,0.02,0.2,1.4
Lightning Returns: Final Fantasy XIII,7935,4026.0,0.45999999999999996,0.32,0.46,0.13999999999999999,1.3900000000000001
Teenage Mutant Ninja Turtles III: The Manhattan Project,1396,1991.0,1.05,0.17,0.15,0.02,1.39
Tales of the Abyss,6036,4016.0,0.42,0.19,0.71,0.06,1.39
Final Fantasy XII: Revenant Wings,1392,2007.0,0.34,0.42,0.54,0.1,1.39
Monster Jam: Path of Destruction,36670,10050.0,1.2400000000000002,0.04,0.0,0.09,1.3800000000000003
Hot Wheels Turbo Racing,7695,3998.0,0.84,0.46,0.0,0.07,1.3800000000000001
MotorStorm: Arctic Edge,7388,4018.0,0.23,0.61,0.0,0.55,1.3800000000000001
Project CARS,19223,6045.0,0.25,0.9199999999999999,0.02,0.18,1.3800000000000001
Bad Boys: Miami Takedown,23308,6012.0,0.7300000000000001,0.49,0.0,0.16,1.38
Duke Nukem: Time to Kill,1406,1998.0,0.77,0.54,0.0,0.07,1.38
Paper Mario,1403,2000.0,0.58,0.18,0.59,0.02,1.38
Bravely Default: Flying Fairy,1404,2012.0,0.5,0.32,0.49,0.07,1.38
Persona 4: Golden,1407,2012.0,0.46,0.34,0.38,0.21,1.38
Silent Hill: Shattered Memories,13331,6029.0,0.44999999999999996,0.54,0.03,0.36000000000000004,1.38
Mini Ninjas,37087,10045.0,0.6000000000000001,0.64,0.0,0.17,1.38
Gardening Mama,1411,2009.0,0.8,0.43,0.01,0.13,1.38
Hasbro Family Game Night 2,1409,2009.0,0.71,0.53,0.0,0.13,1.38
Ridge Racer 7,1416,2006.0,0.24,0.7,0.16,0.26,1.37
Harry Potter and the Deathly Hallows - Part 2,33620,10055.0,0.68,0.55,0.0,0.14,1.37
Army Men: Sarge's Heroes,6128,3998.0,0.99,0.32999999999999996,0.0,0.05,1.37
A Collection of Activision Classic Games for the Atari 2600,1417,1998.0,0.76,0.52,0.0,0.09,1.37
MotorStorm: Pacific Rift,1419,2008.0,0.43,0.67,0.02,0.26,1.37
Pocket Monsters Stadium,1423,1998.0,0.0,0.0,1.37,0.0,1.37
Tony Hawk's American Wasteland,13445,6015.0,1.01,0.30000000000000004,0.0,0.07,1.36
Dragon Quest III: Soshite Densetsu e...,1430,1996.0,0.0,0.0,1.36,0.0,1.36
Sega Rally Revo,30487,8028.0,0.22,0.87,0.0,0.27,1.36
Yoshi's New Island,1432,2014.0,0.47,0.51,0.28,0.09,1.36
World of Zoo,20731,6027.0,0.84,0.38,0.0,0.12,1.36
Crash Bandicoot 2: N-Tranced,1426,2003.0,0.63,0.66,0.0,0.07,1.36
Gradius,1429,1986.0,0.27,0.08,1.0,0.01,1.36
Ryse: Son of Rome,1433,2013.0,0.82,0.42,0.0,0.11,1.36
Cabela's Dangerous Hunts 2011,24262,8040.0,1.19,0.06999999999999999,0.0,0.1,1.3599999999999999
NFL GameDay 2001,7275,4000.0,0.74,0.52,0.0,0.12000000000000001,1.3599999999999999
Tetris Party Deluxe,6144,4020.0,0.63,0.47,0.13999999999999999,0.12000000000000001,1.3599999999999999
Midnight Club 3: DUB Edition Remix,9278,4012.0,1.1199999999999999,0.08,0.0,0.17,1.3599999999999999
SingStar Party,1454,2004.0,0.0,1.04,0.0,0.31,1.35
Monster Hunter Freedom,1451,2005.0,0.24,0.04,1.03,0.04,1.35
The ICO & Shadow of the Colossus Collection,1456,2011.0,0.67,0.37,0.13,0.17,1.35
Final Fantasy,6401,3987.0,0.32,0.0,1.03,0.0,1.35
MLB 15: The Show,21285,6045.0,1.0,0.09,0.0,0.25,1.35
SoulCalibur V,6119,4024.0,0.74,0.38,0.09000000000000001,0.14,1.35
Madden NFL 98,1439,1997.0,1.29,0.03,0.0,0.03,1.35
Donkey Kong Jungle Beat,17456,4012.0,0.84,0.23,0.24,0.04,1.35
SaGa Frontier,1453,1997.0,0.15,0.04,1.07,0.09,1.35
Dance Dance Revolution (Japan),1437,1999.0,0.0,0.0,1.26,0.09,1.35
Star Wars: Bounty Hunter,8387,4004.0,0.73,0.47,0.0,0.15000000000000002,1.35
Dragon Ball Z: Burst Limit,6471,4016.0,0.45999999999999996,0.52,0.21,0.16999999999999998,1.35
Namco Museum DS,1441,2007.0,1.18,0.01,0.06,0.09,1.35
Bomberman,35933,8004.0,0.42000000000000004,0.02,0.89,0.02,1.3499999999999999
Command & Conquer: Red Alert 2,1465,2000.0,1.32,0.02,0.0,0.0,1.34
Naruto Shippuden: Ultimate Ninja Storm 4,8119,4032.0,0.5800000000000001,0.47,0.1,0.19,1.34
Mario & Luigi: Partners in Time,1458,2005.0,0.77,0.07,0.43,0.08,1.34
Street Fighter Alpha 2,16512,5987.0,0.14,0.09,1.0599999999999998,0.06,1.3399999999999999
Your Shape: Fitness Evolved,1469,2010.0,0.79,0.42,0.0,0.11,1.33
Rocket Power: Beach Bandits,15716,6006.0,0.78,0.43,0.0,0.12,1.33
Metroid Prime 2: Echoes,1478,2004.0,0.87,0.35,0.07,0.04,1.33
Deadpool,24651,8056.0,0.7,0.4600000000000001,0.0,0.18,1.33
The Price is Right,6495,4016.0,1.23,0.0,0.0,0.1,1.33
SpongeBob SquarePants: Creature from the Krusty Krab,13483,6018.0,1.15,0.09000000000000001,0.0,0.09,1.33
Petz Wild Animals: Dolphinz,1482,2007.0,0.71,0.48,0.0,0.13,1.33
Triple Play 2001,1477,2000.0,0.74,0.5,0.0,0.09,1.33
Pokemon Ranger: Guardian Signs,1483,2010.0,0.51,0.17,0.58,0.06,1.33
Ratchet & Clank: Up Your Arsenal (Weekly american sales),1468,2004.0,1.27,0.05,0.0,0.02,1.33
UEFA Euro 2008 Austria-Switzerland,22433,8032.0,0.25,0.63,0.0,0.43,1.33
NHL 11,6184,4020.0,1.01,0.2,0.0,0.12000000000000001,1.33
All-Star Baseball 2003,27036,8008.0,0.8,0.42,0.0,0.11,1.3299999999999998
TOCA 2: Touring Cars,1491,1998.0,0.03,1.16,0.02,0.11,1.32
Gyromite,1492,1985.0,0.73,0.16,0.4,0.03,1.32
World of Warcraft: Wrath of the Lich King,1488,2008.0,0.01,0.13,0.0,1.18,1.32
MAG: Massive Action Game,1496,2010.0,0.77,0.3,0.09,0.16,1.32
Mega Man Battle Network 4: Red Sun / Blue Moon,1495,2003.0,0.31,0.04,0.96,0.01,1.32
Shrek SuperSlam,35833,10025.0,0.8900000000000001,0.34,0.0,0.08999999999999998,1.32
Fighting Force,1494,1997.0,0.73,0.5,0.0,0.09,1.32
NHL 13,6145,4024.0,0.8400000000000001,0.33,0.0,0.15000000000000002,1.32
Need for Speed Underground Rivals,1485,2005.0,0.69,0.38,0.02,0.24,1.32
Madden NFL 97,1497,1996.0,0.73,0.5,0.0,0.09,1.32
The Chronicles of Narnia: Prince Caspian,33667,10040.0,1.0,0.21,0.0,0.13,1.3199999999999998
MLB 10: The Show,15122,6030.0,1.05,0.16,0.0,0.12000000000000001,1.3199999999999998
Need for Speed: Shift 2 Unleashed,15259,6033.0,0.43,0.69,0.0,0.2,1.3199999999999998
MLB 09: The Show,14903,6027.0,1.06,0.13,0.0,0.11,1.31
NASCAR Thunder 2004,8867,4006.0,0.71,0.45999999999999996,0.0,0.15000000000000002,1.31
Goldeneye 007: Reloaded,6474,4022.0,0.5800000000000001,0.5599999999999999,0.0,0.18,1.31
Pitfall II: Lost Caverns,1510,1983.0,1.22,0.07,0.0,0.02,1.31
TNN Motor Sports Hardcore 4x4,1501,1996.0,0.73,0.5,0.0,0.09,1.31
Rugrats Studio Tour,1508,1999.0,0.57,0.67,0.0,0.07,1.31
IHRA Drag Racing 2,1502,2002.0,0.64,0.5,0.0,0.17,1.31
LEGO Battles,1509,2009.0,0.81,0.38,0.0,0.12,1.31
Street Hoops,18222,4004.0,0.75,0.43,0.0,0.13,1.31
Gold's Gym: Cardio Workout,1513,2008.0,1.11,0.04,0.06,0.09,1.31
Mortal Kombat: Armageddon,8624,4013.0,1.09,0.06,0.0,0.16,1.31
ATV: Quad Power Racing,8585,4002.0,0.76,0.46,0.0,0.07,1.3
Star Wars Battlefront: Elite Squadron,6485,4018.0,0.8200000000000001,0.27999999999999997,0.0,0.2,1.3
Yu-Gi-Oh! The Sacred Cards,1516,2002.0,0.94,0.35,0.0,0.02,1.3
Rampage World Tour,6809,3995.0,0.83,0.4,0.0,0.06999999999999999,1.3
Marvel Super Hero Squad,23117,8036.0,0.99,0.18,0.0,0.12000000000000001,1.3
Major League Baseball 2K9,37617,10045.0,1.1300000000000001,0.06,0.0,0.11,1.3
Test Drive 5,1522,1997.0,1.05,0.2,0.0,0.05,1.3
Adventure,1515,0.0,1.21,0.08,0.0,0.01,1.3
ESPN NHL 2K5,6976,4008.0,0.75,0.42000000000000004,0.0,0.13,1.3
Romancing SaGa 3,1523,1995.0,0.0,0.0,1.29,0.01,1.3
SingStar '80s,1520,2005.0,0.27,0.02,0.0,1.02,1.3
Digimon World,1525,1999.0,0.56,0.38,0.28,0.08,1.3
Starsky & Hutch,33948,8012.0,0.72,0.43,0.0,0.13,1.2900000000000003
Transformers,1535,2004.0,0.63,0.49,0.0,0.16,1.29
Midnight Club 3: DUB Edition (America weekly sales),1539,2005.0,1.22,0.05,0.0,0.01,1.29
MLB 06: The Show,7562,4012.0,1.1,0.03,0.0,0.16,1.29
How to Train Your Dragon,25462,8040.0,0.79,0.38,0.0,0.12,1.29
Yoshi's Woolly World,1528,2015.0,0.61,0.47,0.11,0.1,1.29
EA Sports UFC 2,7166,4032.0,0.51,0.61,0.0,0.18000000000000002,1.29
James Bond 007: Blood Stone,34708,8040.0,0.45,0.63,0.02,0.18,1.29
Pirates of the Caribbean: The Curse of the Black Pearl,1534,2003.0,0.93,0.34,0.0,0.02,1.29
